name,headline
Denny's,"We’re cooking now.
A good place to sit and eat.
Great Food…Great Service…Great People…Every Time!"
Dulux,"Let's colour.
Life improvement by Dulux.
Worth doing, worth Dulux.
Say Dulux to your decorator.
Made to last. ( Dulux Weathershield )"
Discover Card,"The Card That Pays You Back.
It pays to Discover.
Brighter.
We treat you like you'd treat you.
Here to help. Not to sell. ( Discover Card Customer Service )"
Dunlop Tyres,"The arrival is as important as the journey.
Dunlop. Feel the road.
Dunlop. Drivers know.
Accelerate your soul. ( Dunlop motorcycle tires )"
Dow Chemical Co…,Living Improved Daily.
Doublemint gum,"Double your pleasure, double your fun.
Don’t Forget The Fruit Gums, Mum.
And All Because The Lady Loves Milk Tray."
Dos Equis,"Sooner or later you'll get it.
Let your tastes travel."
Disneyland,The happiest place on earth.
Dilmah,"Fresh from our tea gardens to your cup.
Dilmah. The finest tea on earth.
The tea with more ahhhh."
DKNY,The official uniform of New York.
Dannon Yogurt,"Love it for life.
Better every day."
Don Julio,"Make your move.
Know your tequila.
Taste the Mexico you don't know.
Welcome to the top shelf."
Dreyer's,"Share a Scoop. Share a Smile!
It's not just ice cream. It's Dreyer's.
Dreyer's. What could be better?
Scooping since 1928"
De Beers,"A diamond is forever.
eternity ring
right hand ring"
Diners Club,"Belong.
Travel in good company."
Dickies Workwea…,"Hard working - hard wearing since 1922.
Dickies. A legend in work.
Fit you... Fit your job."
Dr. Scholls,Look. Feel. Do. Better.
Dewar's,"Dewar's. It never varies.
They're doers."
Douwe Egberts,"No ordinary jar. No ordinary coffee.
Douwe Egberts. The coffee category expert.
Douwe Egberts. Make it a real good time."
Dairylea (chees…,"Herds of Dairylea goodness.
Dairylea. A good source of calcium.
Kids will eat it until the cows come home
Kids will do anything for the taste of Dairylea"
Days Inn,"Enjoy your bizcation.
The best value under the sun."
Donat Mg,Donat Mg. More than magnesium.
Dena Bank,Trusted Family Bank
Dremel,"Dremel. Big on detail.
Ready when you are. Wherever you are.
Tools for the imagination.
Repair. Remodel. Restore. Faster. ( Dremel Multi-Max oscillating tool system )
Dremel Stylus. Precision redefined. ( Dremel Stylus Lithium Ion rotary tool )
Maximum precision and control! ( Dremel 400 Series Digital high speed rotary tool )
Brilliantly powerful. ( Dremel Micro rotary tool )"
Dakine,Essentials for every rider.
DFDS Seaways,"Just sail away.
Be careful you don't enjoy the boat too much.
A better way of travelling."
D-Link,Building Networks for People.
Danaher,"Building Businesses.
Micron Technology Slogan.
Performance. Power. Reliability."
Dexia,"Dexia, the bank for sustainable development.
When your money is safe everything is too."
Eve (cigarette)…,"Dubliner. The secret's in the taste!
Character in every bite."
Evian,"Evian. Live young.
The secret is in the Alps.
Detox with Evian.
Your natural source of youth.
Approved by your body as a source of youth."
EF Hutton,"When EF Hutton talks, people listen."
eBay,"Buy it. Sell it. Love it.
The World’s Online Market Place.
The power of all of us.
Choose your price.
Do it ebay."
Electrolux,"Thinking of you.
If Only All Durable as Electrolux.
Nothing sucks like an Electrolux."
Essar Group,"Gas and Beyond.
A positive a++itude"
ECCO,"Shoes designed to move you.
Ecco. Shoes for life."
Eastern Airline…,"First in on-time dependability.  ( 1963 )
See How Much Better An Airline Can Be.  ( 1963-late 1960s )
We want everyone to fly.  ( 1967-late 1960s )
Number one to the sun.  ( late 1960s )
We earn our wings every day.  ( early 1970s-mid-1980s )
The wings of man.  ( 1970s-mid-1980s )
We Have To Earn Our Wings Every Day.  ( 1980-mid-1980s )
We've got your sunshine.  ( mid-1980s )
America's Favorite way to Fly.  ( late 1980s )
Official Airline of the Tampa Bay Bucs.  ( late 1980s )
100 Days.  ( Early 1990-1991 )
The second largest airline in the free world."
Eva Air,"Flying into the Future.
Sharing the World, Flying Together.
Eva Air. The wings of Taiwan."
Eddie Bauer,"Supplies are limited the savings are not.
Sweep up the savings."
E & J Gallo…,"California. The new art of wine.
Everything we know is everything you taste."
Econo Lodge,"Clean. Comfortable. Affordable.
When getting the most for the least is the best, Econo Lodge.
For comfortable hotel accomodations, we’re the best hotel value around."
Exxon,"We’re Exxon.
Taking on the World’s Toughest Energy Challenges."
Europcar,"Europcar. Moving your way.
Driven by you.
You rent a lot more than a car.
The worldwide welcome."
Eight O'Clo…,"For Those Who Put Coffee First.
Wake up. It's Eight O'Clock."
Eukanuba,"What healthy dogs and cats are made of.
The best you can do for your dog.
Eukanuba. What healthy pets are made of. (US, Canada campaign) "
Evergreen Solar,"the energy source not affected by price hikes, politics, or oil cartels.
Think ever green."
Evan Williams,
Emcor,"We help turn competitive pressure into competitive edge.
Our next generation of facilities services is first class all the way. Anytime. Anywhere.
knowledge in action."
Eurocard,Wherever you go.
Eclipse (cigarette),"No lingering odor
80% less secondhand smoke.
If you want to know, you’ve got to go.
Discover the Difference.
A cigarette that may present less risk of cancer, chronic bronchitis and possibly emphysema"
eMachines,"eMachines is for everyone.
Superior performance. Amazing value. I want both."
Fanta,"Drink Fanta, stay Bamboocha.
Wanna Fanta, don’t you wanta?
Fanta, Fanta because it is great fun and tastes.
Wanna Fanta, Fanta Fever!
The refreshing drink."
FedEx,"So fast and easy, even an MBA can do it.
When it Absolutely, Positively has to be there overnight.  ( 1978–1983 )
It's not Just a Package, It's Your Business. ( 1987–1988 )
Our Most Important Package is Yours.  ( 1991–1994 )
Absolutely, Positively Anytime.  ( 1995 )
The Way the World Works.  ( 1996–1998 )
Be Absolutely Sure. ( 1998–2000 )
This is a Job for FedEx.  ( 2001–2002 )
Don’t worry, there's a FedEx for that.  ( 2002–2003 )
Relax, it’s FedEx.  ( 2004–2008 )
The World On Time.  ( 2001–present )
We Understand.  ( 2009–present )
We Live To Deliver.  ( 2009–present )"
Ferrero Rocher,"Luscious chocolate, crunchy hazelnut, crispy wafer and always in good taste."
Ford Motor Comp…,"If you haven’t looked at Ford lately, look again.
Built for the road ahead.
Quality is Job One.
Have you driven a Ford lately?
There is a Ford in your future.
Everything We Do is Driven By You.
Better Ideas Driven By You.
Ford has a better idea.
Bold moves.
Build for life in Canada.
Ford. Designed for living. Engineered to last.
Built Ford Tough!
The Best Never Rest.
Go Further.
Answer the call to any adventure."
Ferrari,"We are the competition.
You are the fuel."
Farmers Insuran…,"We are Farmers.
Gets you back where you belong."
Febreze,"Breathe happy.
It's a breath of fresh air.
It's that fresh.
Discover the freshness from Febreze.
Discover the freshness.
Room to breathe.
Fresh air clean with Febreze.
Everyday Febreze.
The more you use it the more you love it.
Keep your car fresh. ( Febreze Car Vent Clips )"
Folgers,"The best part of wakin' up.
The best part of wakin' up... is Folgers in your cup.
Mountain grown.
It’s uncanny."
Foot Locker,"Past meets present.
Gotta have it!"
Foster's La…,"He who thinks Australian, drinks Australian.
Foster's – get some Australian in you.
Foster's. Australian for beer.
The Amber Nectar"
Fisher-Price,"Best Possible Start.
Oh, The Possibilities.
Play. Laugh. Grow.
Fisher-Price Knows.
Fisher-Price. A fun place to discover. ( Fisher-Price toy stores )"
Fiat Automobile…,"Driven by passion.
Crafted For A True Fan.
Fiat Seicento. Be small again. ( Fiat Seicento model )
Hand-built by robots. ( Fiat Strada cars )"
Firestone Tire,
Fuji film,"Do you speak Fuji?
Get the Picture."
Fifth Third Ban…,"This is Banking a Fifth Third Better.
The things we do for dreams.
The only bank you’ll ever need.
The Curious Bank."
Future Shop,See what the future has in store.
Fujitsu,"The possibilities are infinite
shaping tomorrow with you.
Fujitsu Siemens. We make sure."
Famous Footwear…,"This season, start with the shoes.
Cuddle your feet."
Farmers,"Farmers Your Store.
Full of surprises.
Where New Zealand goes for Christmas."
Friskies,"Friskies. For more.
Feed The Senses
Friskies Go-Cat
For cats with an appetite for life.
A language you both understand."
Fatburger,The last great hamburger stand.
Four Roses,America's most gifted whiskey.
Fannie Mae,Our business is the American dream.
Florsheim,"Trusted for quality and comfort.
Traditional to contemporary styling with an eye for detail.
The best. Again.
Take a look at what’s new at Florsheim.
Styles of the times.
Not just for Fridays anymore.
From dress to casual, we have a style that’s right for you.
Because you want your first impression to be the right impression."
Feather River C…,
Federal Bank,Your perfect banking partner.
Fotolog,Share Photos. Make friends. It’s easy!
Festival Cruise…,"The language of enjoyment.
Feel like a person, not a passenger."
Fort Lauderdale…,"Breeze in. Breeze out.
Bringing you closer to your world.
The easy come easy go airport."
Gatorade,"The Legend Continues.
Is it in you?
Be Like Mike.
Rehydrate, Replenish, Refuel
Gatorade. The sports fuel company.
When you give everything, Gatorade gives it back.
Life is a sport. Drink it up.
You have a hangover.
Gatorade is the most researched sports drink in the world.
Gatorade is proven to enhance performance for better than water.
The benefits of Gatorade may be tested in the lab, but they’re proven on the field."
Guinness,"Out of the darkness comes light.
Good things come to those who wait.
Guinnless isn't good for you.
Guinness is Good for You.
Guinness refreshes your spirit.  ( USA campaign )
 Believe ( UK campaign )
The most natural thing in the world.  ( in Ireland )
It's got to be Guinness.  ( in Singapore )
Now enjoy Guinness anywhere.  ( Australian campaign )"
Gillette,"The Best a Man Can Get.
We’re just going to keep adding more blades.
Look sharp, feel sharp.
Never let ’em see you sweat.
The Best Disposable Razor You Ever Threw Away. ( Gillette Sensor 3 )
Reveal the goddess in you. ( Gillette for Women )"
General Electric,"Imagination at work.
Here’s to visionaries, mavericks, and wild-eyed dreamers.
We Bring Good Things to Life.
making your house a home for over 100 years. ( GE small appliances )"
Gap,"Get it at the Gap.
For every generation there's a Gap.
Gap Kids
Kid fresh.
Spring is here. See what’s new for girls at gapkids.com"
Gordon's Gi…,"Gordon's. Refreshing yet dry.
Mix Gordon's with Pleasure.
Re-mix yourself.
Go for a Gordon's."
Geico insurance…,"So easy a caveman can do it.
the savings average $200 a year.
Complete, 24-hour service.
A++ for Financial Stability.
15 minutes could save you 15%."
Glade,"Open up and invite life in.
Don’t get mad! Get Glad!
And yes, it's Glade.
The joy of fragrance, fresh from Glade.
The welcoming scent of home.
See it. Smell it. Love it.
It's freshness to go!
Create the mood with Glade.
Breathing life into your home.  ( Glade Touch'n Fresh Minispray )
Glade Car Air Freshener
Your car smells bad?
Breathing life into your car."
GAIL,Gas and Beyond.
GMC Automobiles,"We are Professional Grade.
The Strength of Experience."
Ghirardelli Chocolate,"Moments of timeless pleasure. ( Ghirardelli Chocolate )
Lose yourself in the dark. ( Ghirardelli Intense Dark Chocolate )"
Google,"Don’t be Evil.
Do the right thing.
Just try using another search engine.
Search, Ads and Apps.
It’s All About Results. ( Google AdWords )"
Goodyear tires,"Made to feel good.
Goodyear. More driven.
On the wings of Goodyear.
Goodyear. We discover, you explore.
When snow say no, Goodyear says go!.. Go, go Goodyear!
On the safeside of driving.
Reigns in the wet. ( Goodyear HydraGrip range of tires )"
Glenfiddich,"Glenfiddich. Independently minded. Independently made.
The Independent Spirit. (UK advertising campaign)
The Friday Scotch. (US campaign) 
Single source of inspiration."
Gateway,
Greggs,"Greggs. Always fresh. Always tasty.
The home of fresh baking.
Greggs. Ready when you are."
Graeter's,"Irresistible Graeter's.
The best ice cream you'll ever taste."
G4S,
Gevalia coffee,"Let's coffee.
Experience love at first sip."
Grolsch Brewery,"No One’s Ever Changed The World By Being Boaring.
Bier mag weer gezien worden.
Beer that is fit to be seen again."
GoDaddy,"Where’d everybody go?
It’s a go time
Domains, websites & everything* in between!
The spam-free and legal way ( Express Email Marketing )"
Green & Bla…,"Bring Milk Chocolate Out Of Its Shell.
They’ve Joined Forces To Fight Blandness.
It deserves a little respect."
Gold Peak Tea,"The taste that brings you home.
Home brewed taste."
Gas Jeans,"Gas. Keep it Simple.
Gas, It's True.
Fashion is nothing without people."
Greene King,"Greene King IPA. A tasty change from the usual.
Beer to Dine For.
Abbot Ale  Greene King's flagship brand
Some things get better given longer.
Would you say no to another?"
Good Humor,Good Humor. Return to the classics.
Ground Round,"We're even better than you remember.
We've got what you like."
Gart Sports,"Great Fun, Great Savings, Guaranteed!
Gotta get to Garts!"
Golden 1 Credit Cards,"Stronger Together.
Service with a Personal Touch.
Better Banking. Proven Service."
Gray Tools,The highest standard. Yours.
Head & Shou…,"Head & Shoulders, anti-dandruff shampoo
Live head first.
Live flake free.
Wear your hair with pride.
Stay faithful.
You never get a second chance to make a first impression.  ( 1980s )
You won't believe it's a dandruff shampoo. ( Head & Shoulders 2 in 1, shampoo & conditioner )
A breath of fresh air for your hair. ( Head & Shoulders Citrus Fresh )"
Heineken,"A better beer deserves a better can.
It's all about the beer.
Lager Beer at its Best.
How refreshing! How Heineken!
Heineken refreshes the parts other beers cannot reach."
Honda,"The Power of Dreams.
First man, then machine.
Technology you can enjoy.
It must be love.
And you thought we only made cars.
From thrifty to thrilling, Civic covers the spectrum. ( Honda – Civic )
The Best Of Both Worlds. ( Honda Sport – CBR500R )
Be The Blur  ( Honda Sport )
Check Out The New Grom!  ( Honda Sport – Grom )
Fun. Cool. Capable. CBR250R.  ( Honda Sport – CBR250R )
The Power Of One.  ( Honda Sport – CB300F )
Mighty Mite.  ( Honda Sport – CBR300R )
Better Than Ever For 2016.  ( Honda Sport – CB500F )
In A Class By Itself  ( Honda Sport – CBR650F )
Refinement No Other Bike Can Touch.  ( Honda Sport – Interceptor )
The Beauty Of Simplicity  ( Honda Sport – CB1000R )
Modern. Classic.  ( Honda Sport – CB1100 )
The Bike Of Tomorrow-Today.  ( Honda Sport – VFR1200F )
The Connoisseur's Superbike.  ( Honda Supersport – CBR1000RR )
Total Control. The CBR1000RR SP & SP2.  ( Honda Supersport – CBR1000RR SP & SP2 )
The Dream Becomes Reality.  ( Honda Supersport – RC213V-S )
Built To Carve.  ( Honda Supersport – CBR600RR )
Own The Road For Less Than You Think.  ( Honda Cruiser – Rebel )
Not Just Another Cruiser  ( Honda Cruiser – CTX700N )
Old-School Style. New-School Performance.  ( Honda Shadow Line – Shadow Aero )
Sleek, Dark And Handsome.  ( Honda Shadow Line – Shadow Phantom )
Cruiser Style + Roadster Cool = Instant Classic  ( Honda Shadow Line – Shadow RS )
Get Ready To Be The Center Of Attention.  ( Honda Cruiser – 1300 Custom Line – Stateline )
Cuts Like A Knife.  ( Honda Cruiser – 1300 Custom Line – Sabre )
Furious.  ( Honda Cruiser – Fury )
Ride The Legend  ( Honda Cruiser – Gold Wing Valkyrie )
Defy Expectations.  ( Honda Cruiser )
700cc Of Pure Individuality  ( Honda Touring – CTX700 )
Ride Your Own Ride.  ( Honda NM4 )
The Evolution Of Our CTX Family  ( Honda Touring – CTX1300 )
Progressive Style For The Open Road  ( Honda Interstate )
The Best Of Both Worlds  ( Honda Touring – ST1300 ABS )
A New Way To Go Everywhere.  ( Honda Gold Wing F6B )
Experience It All. In Style.  ( Honda Touring – Gold Wing )
Take a Two-Wheeled Vacation.  ( Honda Touring )
No Boundaries.  ( Honda Offroad Adventure – XR650L )
For fun on and off the beaten path  ( Honda Offroad Adventure – CRF250L )
For adventure in all sizes  ( Honda Offroad Adventure – CB500X )"
Huggies,"There's nothing like a hug.
What happens in Huggies stays in Huggies.
Designed to stop leaks.
Do it in Huggies.
Huggies Pull-Ups Training Pants
I'm a big kid now.
End of nappies, start of pants.
My first underwear.
Huggies Baby-Shaped
Nothing hugs like baby shaped Huggies.
Huggies Convertibles
For unstoppable babies.
Huggies Freedom
Super-comfy. Super-snug. Super-dry.
Huggies Little Swimmers, disposable swim pants
Have fun in the water.
Huggies Natural Care Baby Wipes
Cleans better than Pampers.
Huggies Super-Flex Nappies
Look Mum, no leaks.
Huggies Supreme Diapers
The ultimate in care.
Huggies Ultratrim Baby Diapers
No leak is a good leak.
Huggies Super Dry Diapers
Wake up dry!
Huggies Ultra Dry Nappies
You know you can trust them.
Huggies Natural Fit
Shaped for busy babies.
Huggies Little Movers Slip-On Diaper Pants
Try the diaper that changes everything."
Hilton Hotels &…,"Travel should take you places.
Take me to the Hilton.
America's business address.
We invite you to try it. ( Hilton Dusseldorf )
Stay in your groove. ( Homewood Suites by Hilton )
Life's better at the Garden. ( Hilton Garden Inn )"
Heinz,"57 Varieties.
Heinz. Good Food Every Day.
The best things come to those who wait.
Beanz Meanz Heinz.
Caution: ketchup has kick. ( Heinz Kick'rs ketchup )
Heinz Tomato Ketchup
You can't eat without it.  ( UK campaign )
A good meal out deserves a great ketchup. Insist on Heinz.  ( USA )"
Herbal Essences…,"Take your hair to paradise.
Be everyone you are.
A totally organic experience.
Unbottle your wildest fantasies. ( Herbal Essences Rainforest Flowers )
Have you had your daily serving? ( Herbal Essences Fruit Fusion )"
Hennessy,"Hennessy. Mix accordingly.
Hennessy XO. The one and only original."
Hewlett-Packard…,"Make it matter.
The HP Way Now.
the computer is personal again.
Everything is Possible  ( HP Invent )
One Experience for everything in your life.  ( HP Omni 10 )
More than a tablet. Smarter than a phone.  ( HP Slate VoiceTab )
HP Photo Printing
Banish all your photo-taking inhibitions.
Now it’s simple and fun.
You print what you want when you want it."
Harley-Davidson…,"Harley-Davidson. Live to Ride, Ride to Live.
American by birth, Rebel by Choice.
All For Freedom, Freedom for All.
The Road Starts here. It never Ends.
The Legend Rolls On.
It's time to ride.
Until you've been on a Harley-Davidson, you haven't been on a motorcycle.
Legend of American roads.  ( in Russia )"
Hardee's,"Where the food’s the star.
Come on Home.
Delicious Food. To fit your lifestyle.
It’s How You Cook ‘Em That Counts
Hurry On Down to Hardees – Where the Burgers are Charbroiled
Best Eatin’ in Town, Up and Down and All Around
Where Good People Go for Good Food
We’re out to win you over
Are You Ready for Some Real Food?
Fresh from the kitchen at Hardee’s
If you’re gonna go, go all out
Where the food’s the star"
Hertz,"Love the road.
Rent wisely.
Fun collection.
Small world. Small rates.
Hertz puts you in the driver’s seat."
HSBC,The World’s Local Bank.
Hershey's,"The great American chocolate bar.
Hello happy. Hello Hershey's.
Hershey's is mine, yours, our chocolate.
Pure Hershey's. Pure happiness.
Real Ingredients. Real Ice Cream. Real Smiles."
Holiday Inn,"Relax, it’s Holiday Inn.
Your Host from Coast to Coast.
The Nation’s Innkeeper.
We put a smile back on your face.
Pleasing people the world over.
Change your view.
Stay you.
Stay with someone you know.
The best surprise is no surprise.
Stay smart. ( Holiday Inn Express )"
Harvey's,"Harvey's makes a hamburger a beautiful thing.(1970s)
Harvey's doing good things, yes, good things.(1980s)
Harvey's makes your hamburger a beautiful thing.(1980s–present)
Harvey's: beautiful choice.(Early 1990s)
You know my tastes, Harvey's.(1990s)
We make you spoiled with charbroiled.(1992–1993)
When you want what you want, you want Harvey's.(1994–1995)
Just the way you like it.(1999–2000)
Of taste, of truth.(2000–2003)
Long live the grill.(2003–2006)
Noooo problem.(2003–2006)
Meat. Fire. Good.(2003–2006)
It's a beautiful thing.(2006–present)
You have taste.(2006–2010)
To each his burger.(2010–present)"
Hyundai,"Drive your way.
Driving is believing.
Prepare to want one.
It’s a whole new Hyundai.
Always there for you.
New Thinking. New Possibilities.
Loaded with Features.(Hyundai Accent)
America’s Best Warranty.(Hyundai Sonata)
The Real Family Sedan. Xcent. Multiplies your life. (Hyundai – Xcent)"
Halifax (bank),"Halifax. Always giving you extra.
Get a little extra help from the Halifax."
Haagen-Dazs,"Haagen Dazs. Made like no other.
Every spoonful brings you closer.
The longer lasting pleasure.
Let your tongue travel.
Fall deeply in Haagen Dazs.
the source for pure pleasure.
Made for movies. ( Haagen-Dazs ice cream tubs )"
Hawaiian Airlin…,"Come Voyage with Us.
Hawaii Starts Here."
Haier,Inspired Living.
Hitachi,Inspire the Next.
Hellmann's,"Bring out the best.
Bring out the Hellman's and bring out the best.
It wouldn't be home without Hellmann's.
Keep it real.
A taste too good to waste. (for Hellmanns squeezable sauces) 
Every sandwich wants Hellmann's."
Hendrick's …,"Hendrick's. A most unusual gin.
Hendrick's. It is not for everybody.
Preferred by 1 out of 1000 gin drinkers."
Hush Puppies,"Free to be casual.
Shoes you can live in."
Hero MotoCorp,"There’s a hero in everyone. (Hum Me Hai Hero.)
Fill it – Shut it – Don’t forget it"
H&R Block,Just plain smart.
Howard Johnson&…,"Where you feel at home.
We make family vacations twice as fun.
We appreciate kids being kids.
Go happy. Go HoJo.
Go anywhere. Stay here."
Hummer,"Like nothing else on earth.
Hummer. Like nothing else.
Like Nothing Else.
Firmly plant your carbon footprint.
Rugged Refinement for The Midsize Market."
Happy Socks,All play. No work.
Hilti,"Hilti. Outperform. Outlast.
Quality, never compromised."
Hawaiian Punch,How about a nice Hawaiian Punch?
Honest Tea,"Refreshingly Honest.
Tastes so good, you won't have to pretend anymore."
HDFC Life,Sar utha ke jiyo!
Hofstra Univers…,"Making every journey better.
The fastest way."
Hankook Tire,"Hankook. Driving emotion.
Make love to the road.
Creating the right chemistry between you and the road."
HB ice cream,"One of life's simple pleasures.
HB. Two letters spell Ireland's favourite ice cream."
Harris Teeter,
Hunt's,"For fresh taste, pick Hunt’s.
Pick Hunt’s for Your Favorite Recipes.
Better tomatoes make better ketchup. Pick Hunt's.
Only the best tomatoes grow up to be Hunt's.  ( corporate slogan )
The tastiest toy in the world.  ( for ketchup )"
Hindustan Motor…,Ride with Pride.
Hi-Tec,"Enjoy your shoes.
THE lightweight outdoor footwear brand.
Instantly Comfortable Lightweight Footwear."
Intel,"Intel inside.
Sponsors of tomorrow.
Leap Ahead.
Look Inside.
Experience What’s Inside.
The Computer Inside.
Introducing some of this season’s hottest models.  ( Intel Centrino )
For a laptop that’s light, thin and fast. ( Intel Centrino )"
IBM,"THINK.
Solutions for a small planet.
We Make IT Happen.
I think therefore IBM.
Computers help people help people.
Powerful. Secure. Enlighten your workload. ( IBM Wireless Products )
ThinkPad. Where do you do your best thinking? ( ThinkPad notebooks )"
Infiniti,"Inspired Performance.
The dominant, evolved coupe Supremely advanced driving.(Infiniti EX)
The formidable crossover force Muscular appearance and a performance to match.(Infiniti FX)
Accelerate your senses Experience inspired performance.(Infiniti M)
The high performance sports car Spacious coupe with inspired 320 hp performance (Infiniti G Coupe)
Light it up. (Infiniti Q50)
The utterly elegant cabriolet coupe Perfectly sculpted coupe with clamshell roof (Infiniti G Cabrio)"
Iberia airline,"And tomorrow, can you imagine?
Iberia. One of the world's best airlines.
More than just flying."
Infosys,"Powered by Intellect, Driven by Values."
Isuzu,You have my word on it.
Ivory Soap,"Pure clean, pure Ivory.
99.44% percent pure love.
It Floats!  ( 1891 )
99.44% pure.  ( 1895 )"
Interflora,"The flower experts.
More than words.
Say it with flowers.
With Interflora you're there.
The power of flowers.
Delivering the moment.
Guaranteed to get her."
INSEAD,
Ipsos,
Idaho Central C…,"Your money. Your trusted choice.
Expect More."
Irish Ferries,"It's everything you go for.
The low fares ferry company!
How good are we? Ask any of our passengers."
Jim Beam,Real Friends. Real Bourbon.
JetBlue Airways,"You Above All.
Inspiring Humanity.
JetBlue. You'll Want to Fly Again!
Stop flying. Start Jetting.
We like you, too.
Your name is not 17A."
Jameson Irish Whiskey,"Jameson Irish Whiskey. What's the Rush?
The spirit of Ireland.
Not a drop is sold till it's seven years old."
John Lewis,Never Knowingly Undersold.
Jaguar Automobile,"Grace… Space… Pace…
Don’t Dream It. Drive It.
Born to Perform.
The Art of Performance.
Unleash a Jaguar.
No mere technical exercise.
Nothing comes close.
A Breathtaking Performance Sports Car with Elegance.  ( Jaguar Sports Cars )
Sporting Luxury. ( Jaguar XF )
A Beautiful Innovation. ( Jaguar C-X75 )
The New Jag Generation. ( Jaguar X-type Sportwagon )"
JC Penney,"Unwrap the magic.
Every Day Matters"
JVC,"The Perfect Experience.
The Mainstay Star of the future. (Bintang Andalan Masa Depan, Indonesia Only, 2000-2004)"
Jelly Belly,
John Deere,Nothing runs like a Deere.
Jamba Juice,
Juicy Juice,100% juice for 100% kids.
JCB,Uniquely yours.
Jet Airways,"The Joy of Flying.
The World’s most refreshing airline."
Jetts Fitness,
Janome,"Believe in your creativity.
Go ahead... Get creative!
Dream. Inspire. Create.
Because you love to sew."
Jantzen,"All girls are gorgeous in Jantzen.
Dive into life.
Keep our beaches beautiful.
The national swimming suit."
Jarlsberg chees…,"Jarlsberg. Yours to share.
Only Jarlsberg is Jarlsberg.
Jarlsberg make it special.
You've got to taste it to believe it. ( Jarlsberg Lite low-fat cheese )"
Jeppesen,"New Technology. Same Approach.
Making Every Mission Possible."
Kraft Foods,"A little taste of heaven.
And America spells cheese…K-R-A-F-T.
Kraft Macaroni & Cheese
It’s the cheesiest.
This tag will not open the box.
Kraft Cooking
Three ideas. One box. That’s Kraft Cooking.
Kraft cheese
Kraft cheese. Make something amazing.
For moms who give 100%.
Kraft Singles processed cheese
For growing bodies. And smiling faces.
Have a happy sandwich.
Milk makes Kraft Singles taste better.
More milk makes 'em good.
Kraft American Singles process cheese slices
Good food to grow up on.
You put us on top, America.
Kraft Singles Fat Free cheese slices
Flavor like that, without the fat."
Kit Kat,"Have a Break, Have a Kit Kat. (Worldwide)
Gimme a break.
Gimme a break, Gimme a break, Break me off a piece of that Kit Kat Bar!, Break time, anytime. (US only)"
Kodak,"Share moments. Share life.
Kodak Easy Share system
Put a great gift in its place.
Just press Share.
It’s the easiest way to get real Kodak prints from a digital camera."
KitchenAid,"For the way it's made.
Make it legendary. Make it KitchenAid."
Kellogg's,"Fruit and Fibre. Tastes so good, you’ll forget the fiber.
The simpler the better.
Pick a ripe box today
The Best To You Each Morning...from Kellogg's
L'eggo my Eggo! ( Kellogg's Eggo frozen waffles )
Pop-Tarts. Crazy good. ( Kellogg's Pop-Tarts toaster pastries )
Kellogg's / Rice Krispies cereals
Because that's the kind of Mom you are.
The simpler the better."
Kleenex,
Kia Motors,"The power to surprise.
Make every mile count.
The car that cares.
Quality. Safety. Value.
Dependable. Versatile and Safe. ( Kia Sedona )
Good looking and affordable. ( Kia Spectra 4-Door )
Spacious, luxurious and comfortable. ( Kia Amanti )"
KLM Royal Dutch…,"The Flying Dutchman.
Bridging the World.
The Reliable Airline.
The businessman travels, sends, and receives by KLM.  ( translated from Dutch, 1920s )
KLM, A Journey of Inspiration.  ( 2009–present )"
KTM,You’re the one.
Kmart,"The stuff of life.
Kmart. Right Here. Right Now.
The saving place.
We still exist
Great brands, great value."
Kroger,"Kroger. More value for the way you live.
Kroger. Right store. Right price. (Southwest division)
Low prices plus more. (Southwest division)
Your total value leader.
Let's go Krogering."
Keds,my keds.
Kronenbourg,"Sit. Savour. 1664.
1664. A Good Year for Beer."
KeyBank,"Unlock your possibilities.
The solution is Key."
K-Swiss,"Imagine 1 shoe, 2 ways, 3 seconds.
Buy the shoe.
Put Your Spin on It."
Kenco,"Growing great coffee and more.
Real coffee experts since 1923.
Coffee without compromise.
Are you completely Kenco about coffee?
Coffee worth coming to work for.
Take your time over Kenco coffee. We have.
Live now. Sleep later. ( Kenco Rappor, instant coffee )
Each millicule is special. ( Kenco Millicano coffee )
Varieties of Kenco coffee
Kenco Really Rich. Now with best ever taste and aroma.
Kenco Really Dark. Not for the faint hearted.
Kenco Really Smooth. New fuller flavour.
Kenco Really Smooth. Everything we know about ground coffee in an instant."
Kahlua,"Kahlua. Enjoy your exotic moment responsibly.
Kahlua. Awaken the spirit."
Kool (cigarette…,"Kool. The House of Menthol.
Mild, but not too light. (for KOOL Mild) 
Lady be Cool.
Enjoy a cooler kind of mild.
Come all the way up to KOOL."
Kobalt,"Kobalt. Next generation of tough tools.
Sets the standard in mechanics tools."
Kokanee beer,"Kokanee. Straight from the Kootenays.
Glacier Fresh.
Brewed right in the Kootenays.
B.C. or B.S.
It's The Beer Out Here.
Pure Gold. From the heart of the Kootenays.  ( Kokanee Gold )"
Kennesaw State …,
Karnataka Bank,Your family bank across India
Kelly's of …,"Cornish by nature.
Simple pleasure."
Kumho Tire,"Kumho. Let's go.
Race proven performance.
Gets you there, brings you back.
Driven beyond the expected.
Kumho. Way to go."
Knipex,"Knipex. The pliers company.
The think tank."
KingGee,"Do it once, do it well.
Working hard never felt better.
If they were any tougher - they'd rust."
Kericho Gold,A Matter of Good Taste.
